Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Returned refugees,Total Population
2008,Mozambique,Dem. Rep. of the Congo,1677,525,4815
2008,Mozambique,Congo,20,0,34
2008,Mozambique,Cuba,0,0,3
2008,Mozambique,Eritrea,0,0,1
2008,Mozambique,Ethiopia,0,0,2
2008,Mozambique,Kenya,0,0,1
2008,Mozambique,Liberia,1,0,11
2008,Mozambique,Madagascar,1,0,1
2008,Mozambique,Mauritania,0,0,1
2008,Mozambique,Palestinian,0,0,1
2008,Mozambique,Rwanda,720,0,1104
2008,Mozambique,Sudan,1,0,9
2008,Mozambique,Sierra Leone,1,0,7
2008,Mozambique,Somalia,21,0,440
2008,Mozambique,Uganda,1,0,7
2008,Mozambique,Zimbabwe,0,0,10
2008,Mauritania,Angola,2,0,2
2008,Mauritania,Central African Rep.,11,0,13
2008,Mauritania,Côte d'Ivoire,295,15,345
2008,Mauritania,Cameroon,2,0,4
2008,Mauritania,Dem. Rep. of the Congo,73,1,81
2008,Mauritania,Congo,19,0,25
2008,Mauritania,Western Sahara,26000,0,26000
2008,Mauritania,Guinea,10,0,10
2008,Mauritania,India,1,0,1
2008,Mauritania,Iraq,50,0,50
2008,Mauritania,Liberia,185,0,190
2008,Mauritania,Morocco,1,0,1
2008,Mauritania,Palestinian,3,0,4
2008,Mauritania,Sudan,10,0,10
2008,Mauritania,Senegal,3,0,3
2008,Mauritania,Sierra Leone,317,0,318
2008,Mauritania,Chad,5,0,7
2008,Mauritania,Togo,51,0,51
2008,Mauritania,Tunisia,2,0,2
2008,Mauritania,Uganda,1,0,2
2008,Malawi,Angola,0,0,1
2008,Malawi,Burundi,805,25,2874
2008,Malawi,Dem. Rep. of the Congo,1577,0,3421
2008,Malawi,Eritrea,1,0,1
2008,Malawi,Ethiopia,1,0,9
2008,Malawi,Kenya,0,0,4
2008,Malawi,Rwanda,1774,75,4427
2008,Malawi,Sudan,3,0,5
2008,Malawi,Somalia,13,0,62
2008,Malawi,Uganda,1,0,5
2008,Malawi,Zambia,0,0,2
2008,Malawi,Zimbabwe,0,0,5
2008,Malaysia,Afghanistan,62,0,527
2008,Malaysia,Angola,0,0,1
2008,Malaysia,Burundi,1,0,1
2008,Malaysia,Bangladesh,4,0,17
2008,Malaysia,Bhutan,3,0,3
2008,Malaysia,China,28,0,66
2008,Malaysia,Côte d'Ivoire,3,0,21
2008,Malaysia,Cameroon,0,0,20
2008,Malaysia,Dem. Rep. of the Congo,4,0,15
2008,Malaysia,Congo,1,0,9
2008,Malaysia,Algeria,1,0,4
2008,Malaysia,Egypt,0,0,2
2008,Malaysia,Eritrea,4,0,4
2008,Malaysia,Western Sahara,1,0,1
2008,Malaysia,Ethiopia,2,0,5
2008,Malaysia,Ghana,0,0,3
2008,Malaysia,Guinea,0,0,11
2008,Malaysia,Indonesia,497,0,529
2008,Malaysia,India,0,0,7
2008,Malaysia,Iran (Islamic Rep. of),18,0,51
2008,Malaysia,Iraq,327,0,530
2008,Malaysia,Kenya,0,0,3
2008,Malaysia,Cambodia,22,0,64
2008,Malaysia,Lebanon,1,0,1
2008,Malaysia,Liberia,13,0,27
2008,Malaysia,Sri Lanka,1232,0,2189
2008,Malaysia,Mali,0,0,1
2008,Malaysia,Myanmar,33781,0,40511
2008,Malaysia,Malaysia,0,0,40001
2008,Malaysia,Niger,0,0,1
2008,Malaysia,Nigeria,1,0,10
2008,Malaysia,Nepal,8,0,62
2008,Malaysia,Pakistan,12,0,66
2008,Malaysia,Philippines,1,0,61320
2008,Malaysia,Palestinian,105,0,143
2008,Malaysia,Russian Federation,4,0,4
2008,Malaysia,Rwanda,1,0,1
2008,Malaysia,Sudan,21,0,52
2008,Malaysia,Senegal,0,0,1
2008,Malaysia,Sierra Leone,1,0,8
2008,Malaysia,Somalia,365,0,647
2008,Malaysia,Chad,2,0,10
2008,Malaysia,Togo,0,0,1
2008,Malaysia,Thailand,136,0,308
2008,Malaysia,Tunisia,3,0,4
2008,Malaysia,Turkey,0,0,1
2008,Malaysia,Uganda,0,0,1
2008,Malaysia,Viet Nam,4,0,35
2008,Malaysia,Yemen,0,0,4
2008,Malaysia,Zimbabwe,2,0,9
2008,Namibia,Angola,5916,2,5918
2008,Namibia,Burundi,127,0,248
2008,Namibia,Central African Rep.,2,0,2
2008,Namibia,Côte d'Ivoire,0,0,1
2008,Namibia,Cameroon,1,0,7
2008,Namibia,Dem. Rep. of the Congo,675,13,1669
2008,Namibia,Congo,9,0,14
2008,Namibia,Eritrea,0,0,3
2008,Namibia,Western Sahara,1,0,1
2008,Namibia,Ethiopia,0,0,4
2008,Namibia,Kenya,0,0,7
2008,Namibia,Liberia,0,0,5
2008,Namibia,Rwanda,62,0,175
2008,Namibia,Sudan,0,0,10
2008,Namibia,Sierra Leone,3,0,21
2008,Namibia,Somalia,0,1,4
2008,Namibia,Chad,0,0,1
2008,Namibia,United Rep. of Tanzania,0,0,6
2008,Namibia,Uganda,2,0,8
2008,Namibia,Zimbabwe,1,0,34
2008,Niger,Benin,0,0,1
2008,Niger,Central African Rep.,3,0,3
2008,Niger,Côte d'Ivoire,27,0,27
2008,Niger,Cameroon,2,0,2
2008,Niger,Dem. Rep. of the Congo,89,0,96
2008,Niger,Congo,5,0,5
2008,Niger,Iraq,6,0,6
2008,Niger,Liberia,2,0,2
2008,Niger,Rwanda,24,0,24
2008,Niger,Sudan,14,0,14
2008,Niger,Somalia,9,0,10
2008,Niger,Chad,137,0,152
2008,Niger,Togo,2,0,2
2008,Nigeria,Angola,8,0,8
2008,Nigeria,Burundi,6,0,6
2008,Nigeria,Central African Rep.,7,0,16
2008,Nigeria,Côte d'Ivoire,36,0,69
2008,Nigeria,Cameroon,1819,0,1880
2008,Nigeria,Dem. Rep. of the Congo,773,0,1480
2008,Nigeria,Congo,3,0,10
2008,Nigeria,Eritrea,10,0,14
2008,Nigeria,Ethiopia,29,0,32
2008,Nigeria,Gabon,0,0,1
2008,Nigeria,Ghana,69,0,71
2008,Nigeria,Guinea,25,0,37
2008,Nigeria,Guinea-Bissau,5,0,6
2008,Nigeria,Equatorial Guinea,4,0,4
2008,Nigeria,Lebanon,0,0,6
2008,Nigeria,Liberia,5303,337,5845
2008,Nigeria,Libya,1,0,1
2008,Nigeria,Sri Lanka,13,0,13
2008,Nigeria,Palestinian,6,0,7
2008,Nigeria,Rwanda,36,1,40
2008,Nigeria,Sudan,188,0,211
2008,Nigeria,Sierra Leone,1634,24,1769
2008,Nigeria,Somalia,19,0,21
2008,Nigeria,Chad,112,0,124
2008,Nigeria,Togo,14,0,29
2008,Nigeria,Uganda,4,0,4
2008,Nicaragua,Colombia,13,0,13
2008,Nicaragua,Cuba,5,0,5
2008,Nicaragua,Ghana,1,0,1
2008,Nicaragua,Guatemala,2,0,2
2008,Nicaragua,India,1,0,1
2008,Nicaragua,Liberia,1,0,1
2008,Nicaragua,Niger,1,0,1
2008,Nicaragua,Peru,2,0,2
2008,Nicaragua,Sierra Leone,3,0,3
2008,Nicaragua,El Salvador,114,0,114
2008,Nicaragua,Somalia,3,0,3
2008,Nicaragua,United Rep. of Tanzania,1,0,1
2008,Netherlands,Afghanistan,13477,14,13491
2008,Netherlands,Angola,2663,0,2663
2008,Netherlands,Albania,67,0,67
2008,Netherlands,Andorra,1,0,1
2008,Netherlands,Argentina,1,0,1
2008,Netherlands,Armenia,1076,0,1076
2008,Netherlands,Azerbaijan,2152,0,2152
2008,Netherlands,Burundi,2356,0,2356
2008,Netherlands,Belgium,1,0,1
2008,Netherlands,Benin,11,0,11
2008,Netherlands,Burkina Faso,7,0,7
2008,Netherlands,Bangladesh,39,0,39
2008,Netherlands,Bulgaria,7,0,7
2008,Netherlands,Bahrain,1,0,1
2008,Netherlands,Bosnia and Herzegovina,964,35,999
2008,Netherlands,Belarus,97,0,97
2008,Netherlands,Belize,1,0,1
2008,Netherlands,Brazil,4,0,4
2008,Netherlands,Bhutan,62,0,62
2008,Netherlands,Central African Rep.,8,0,8
2008,Netherlands,Chile,2,0,2
2008,Netherlands,China,1346,0,1346
2008,Netherlands,Côte d'Ivoire,472,0,472
2008,Netherlands,Cameroon,207,0,207
2008,Netherlands,Dem. Rep. of the Congo,1152,0,1152
2008,Netherlands,Congo,739,0,739
2008,Netherlands,Colombia,295,0,295
2008,Netherlands,Cabo Verde,1,0,1
2008,Netherlands,Cuba,9,0,9
2008,Netherlands,Czech Rep.,12,0,12
2008,Netherlands,Germany,3,0,3
2008,Netherlands,Djibouti,11,0,11
2008,Netherlands,Algeria,136,0,136
2008,Netherlands,Ecuador,3,0,3
2008,Netherlands,Egypt,21,0,21
2008,Netherlands,Eritrea,917,0,917
2008,Netherlands,Spain,1,0,1
2008,Netherlands,Ethiopia,609,0,609
2008,Netherlands,France,1,0,1
2008,Netherlands,Gabon,3,0,3
2008,Netherlands,United Kingdom,1,0,1
2008,Netherlands,Georgia,282,0,282
2008,Netherlands,Ghana,3,0,3
2008,Netherlands,Guinea,1038,0,1038
2008,Netherlands,Gambia,14,0,14
2008,Netherlands,Guinea-Bissau,21,0,21
2008,Netherlands,Equatorial Guinea,1,0,1
2008,Netherlands,Greece,1,0,1
2008,Netherlands,Honduras,4,0,4
2008,Netherlands,Croatia,66,0,66
2008,Netherlands,Haiti,2,0,2
2008,Netherlands,Hungary,2,0,2
2008,Netherlands,Indonesia,36,0,36
2008,Netherlands,India,15,0,15
2008,Netherlands,Iran (Islamic Rep. of),2956,0,2956
2008,Netherlands,Iraq,15553,0,15553
2008,Netherlands,Israel,1,0,1
2008,Netherlands,Jamaica,4,0,4
2008,Netherlands,Jordan,7,0,7
2008,Netherlands,Kazakhstan,132,0,132
2008,Netherlands,Kenya,25,0,25
2008,Netherlands,Kyrgyzstan,63,0,63
2008,Netherlands,Cambodia,14,0,14
2008,Netherlands,Rep. of Korea,8,0,8
2008,Netherlands,Kuwait,10,0,10
2008,Netherlands,Lebanon,79,0,79
2008,Netherlands,Liberia,530,0,530
2008,Netherlands,Libya,157,0,157
2008,Netherlands,Sri Lanka,644,0,644
2008,Netherlands,Lithuania,3,0,3
2008,Netherlands,Latvia,3,0,3
2008,Netherlands,Morocco,14,0,14
2008,Netherlands,Rep. of Moldova,15,0,15
2008,Netherlands,Mexico,1,0,1
2008,Netherlands,The former Yugoslav Republic of Macedonia,22,0,22
2008,Netherlands,Mali,6,0,6
2008,Netherlands,Myanmar,395,0,395
2008,Netherlands,Mongolia,55,0,55
2008,Netherlands,Mozambique,2,0,2
2008,Netherlands,Mauritania,80,0,80
2008,Netherlands,Malawi,1,0,1
2008,Netherlands,Malaysia,2,0,2
2008,Netherlands,Niger,81,0,81
2008,Netherlands,Nigeria,202,0,202
2008,Netherlands,Netherlands,0,0,4591
2008,Netherlands,Nepal,213,0,213
2008,Netherlands,Pakistan,191,0,191
2008,Netherlands,Peru,2,0,2
2008,Netherlands,Philippines,17,0,17
2008,Netherlands,Dem. People's Rep. of Korea,29,0,29
2008,Netherlands,Palestinian,10,0,10
2008,Netherlands,Romania,26,0,26
2008,Netherlands,Russian Federation,1206,0,1206
2008,Netherlands,Rwanda,920,0,920
2008,Netherlands,Saudi Arabia,16,0,16
2008,Netherlands,Sudan,2324,0,2324
2008,Netherlands,Senegal,6,0,6
2008,Netherlands,Sierra Leone,3783,0,3783
2008,Netherlands,Somalia,8565,0,8565
2008,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),1991,5,1996
2008,Netherlands,Suriname,5,0,5
2008,Netherlands,Slovakia,30,0,30
2008,Netherlands,Sweden,1,0,1
2008,Netherlands,Syrian Arab Rep.,1326,0,1326
2008,Netherlands,Chad,22,0,22
2008,Netherlands,Togo,250,0,250
2008,Netherlands,Tajikistan,55,0,55
2008,Netherlands,Turkmenistan,23,0,23
2008,Netherlands,Tunisia,49,0,49
2008,Netherlands,Turkey,804,0,804
2008,Netherlands,United Rep. of Tanzania,10,0,10
2008,Netherlands,Uganda,112,0,112
2008,Netherlands,Ukraine,170,0,170
2008,Netherlands,United States of America,1,0,1
2008,Netherlands,Uzbekistan,212,0,212
2008,Netherlands,Viet Nam,50,0,50
2008,Netherlands,Stateless,800,0,800
2008,Netherlands,Various/Unknown,2826,0,12569
2008,Netherlands,Yemen,42,0,42
2008,Netherlands,South Africa,3,0,3
2008,Netherlands,Zimbabwe,24,0,24
2008,Norway,Afghanistan,3418,12,5269
2008,Norway,Angola,169,0,197
2008,Norway,Albania,61,0,87
2008,Norway,Armenia,83,0,96
2008,Norway,Azerbaijan,72,0,134
2008,Norway,Burundi,398,0,534
2008,Norway,Belgium,1,0,1
2008,Norway,Benin,3,0,6
2008,Norway,Burkina Faso,3,0,7
2008,Norway,Bangladesh,23,0,41
2008,Norway,Bulgaria,13,0,14
2008,Norway,Bosnia and Herzegovina,317,48,371
2008,Norway,Belarus,69,0,75
2008,Norway,Brunei Darussalam,1,0,1
2008,Norway,Bhutan,14,0,53
2008,Norway,Central African Rep.,1,0,1
2008,Norway,Chile,2,0,5
2008,Norway,China,265,0,341
2008,Norway,Côte d'Ivoire,24,0,48
2008,Norway,Cameroon,29,0,63
2008,Norway,Dem. Rep. of the Congo,212,0,327
2008,Norway,Congo,48,0,71
2008,Norway,Colombia,174,0,177
2008,Norway,Cabo Verde,1,0,1
2008,Norway,Cuba,0,0,5
2008,Norway,Germany,1,0,1
2008,Norway,Djibouti,0,0,3
2008,Norway,Algeria,90,0,160
2008,Norway,Ecuador,3,0,3
2008,Norway,Egypt,6,0,22
2008,Norway,Eritrea,1700,0,2987
2008,Norway,Western Sahara,1,0,7
2008,Norway,Estonia,1,0,1
2008,Norway,Ethiopia,876,0,1338
2008,Norway,Fiji,1,0,1
2008,Norway,Gabon,0,0,3
2008,Norway,United Kingdom,0,0,1
2008,Norway,Georgia,55,0,66
2008,Norway,Ghana,1,0,45
2008,Norway,Guinea,17,0,63
2008,Norway,Gambia,2,0,44
2008,Norway,Guinea-Bissau,0,0,3
2008,Norway,Equatorial Guinea,0,0,3
2008,Norway,Guatemala,1,0,6
2008,Norway,Croatia,904,0,908
2008,Norway,Haiti,2,0,2
2008,Norway,Hungary,4,0,5
2008,Norway,Indonesia,9,0,10
2008,Norway,India,23,0,78
2008,Norway,Iran (Islamic Rep. of),997,0,1803
2008,Norway,Iraq,7878,0,10553
2008,Norway,Israel,5,0,12
2008,Norway,Jordan,15,0,36
2008,Norway,Kazakhstan,82,0,87
2008,Norway,Kenya,17,0,40
2008,Norway,Kyrgyzstan,20,0,32
2008,Norway,Cambodia,6,0,6
2008,Norway,Rep. of Korea,1,0,25
2008,Norway,Kuwait,8,0,10
2008,Norway,Lebanon,45,0,96
2008,Norway,Liberia,63,0,90
2008,Norway,Libya,79,0,155
2008,Norway,Sri Lanka,498,0,990
2008,Norway,Lithuania,1,0,2
2008,Norway,"China, Macao SAR",8,0,8
2008,Norway,Morocco,15,0,39
2008,Norway,Rep. of Moldova,27,0,33
2008,Norway,Mexico,0,0,1
2008,Norway,The former Yugoslav Republic of Macedonia,6,0,15
2008,Norway,Mali,0,0,2
2008,Norway,Myanmar,55,0,85
2008,Norway,Montenegro,0,0,2
2008,Norway,Mongolia,6,0,6
2008,Norway,Mozambique,3,0,4
2008,Norway,Mauritania,1,0,22
2008,Norway,Malawi,8,0,8
2008,Norway,Malaysia,0,0,1
2008,Norway,Namibia,2,0,3
2008,Norway,Niger,22,0,37
2008,Norway,Nigeria,37,0,402
2008,Norway,Netherlands,1,0,1
2008,Norway,Norway,0,0,1788
2008,Norway,Nepal,19,0,195
2008,Norway,Oman,0,0,1
2008,Norway,Pakistan,280,0,360
2008,Norway,Peru,2,0,2
2008,Norway,Philippines,2,0,3
2008,Norway,Papua New Guinea,0,0,1
2008,Norway,Poland,1,0,1
2008,Norway,Dem. People's Rep. of Korea,13,0,36
2008,Norway,Palestinian,10,0,10
2008,Norway,Romania,18,0,21
2008,Norway,Russian Federation,3790,0,4811
2008,Norway,Rwanda,158,0,200
2008,Norway,Saudi Arabia,1,0,1
2008,Norway,Sudan,181,0,301
2008,Norway,Senegal,0,0,19
2008,Norway,Sierra Leone,50,0,77
2008,Norway,El Salvador,5,0,5
2008,Norway,Somalia,6977,0,8157
2008,Norway,Serbia and Kosovo (S/RES/1244 (1999)),3473,3,4017
2008,Norway,Slovakia,15,0,15
2008,Norway,Syrian Arab Rep.,154,0,276
2008,Norway,Chad,2,0,4
2008,Norway,Togo,13,0,17
2008,Norway,Thailand,30,0,30
2008,Norway,Tajikistan,34,0,37
2008,Norway,Turkmenistan,5,0,9
2008,Norway,Tunisia,2,0,5
2008,Norway,Turkey,183,0,250
2008,Norway,United Rep. of Tanzania,5,0,7
2008,Norway,Uganda,28,0,58
2008,Norway,Ukraine,76,0,88
2008,Norway,United States of America,2,0,2
2008,Norway,Uzbekistan,77,0,232
2008,Norway,Viet Nam,14,0,36
2008,Norway,Stateless,1345,0,1918
2008,Norway,Various/Unknown,64,0,121
2008,Norway,Yemen,54,0,144
2008,Norway,South Africa,0,0,2
2008,Norway,Zimbabwe,14,0,31
2008,Nepal,Afghanistan,0,0,2
2008,Nepal,Bangladesh,1,0,1
2008,Nepal,Bhutan,104587,0,105536
2008,Nepal,China,1,0,1
2008,Nepal,Ethiopia,4,0,4
2008,Nepal,Iran (Islamic Rep. of),1,0,2
2008,Nepal,Iraq,2,0,4
2008,Nepal,Sri Lanka,2,0,2
2008,Nepal,Myanmar,13,0,23
2008,Nepal,Nepal,0,0,800000
2008,Nepal,Pakistan,146,0,153
2008,Nepal,Somalia,75,0,85
2008,Nepal,Tibetan,20000,0,20059
2008,New Zealand,Afghanistan,167,0,171
2008,New Zealand,Angola,2,0,3
2008,New Zealand,Albania,3,0,3
2008,New Zealand,Burundi,1,0,1
2008,New Zealand,Bangladesh,6,0,13
2008,New Zealand,Bulgaria,7,0,7
2008,New Zealand,Bahrain,2,0,2
2008,New Zealand,Belarus,1,0,1
2008,New Zealand,Bolivia (Plurinational State of),1,0,2
2008,New Zealand,Brazil,1,0,1
2008,New Zealand,Chile,6,0,6
2008,New Zealand,China,101,0,116
2008,New Zealand,Cameroon,3,0,3
2008,New Zealand,Dem. Rep. of the Congo,7,0,10
2008,New Zealand,Congo,13,0,14
2008,New Zealand,Colombia,33,0,35
2008,New Zealand,Cuba,4,0,4
2008,New Zealand,Czech Rep.,61,0,71
2008,New Zealand,Dominican Rep.,2,0,2
2008,New Zealand,Algeria,23,0,25
2008,New Zealand,Egypt,8,0,10
2008,New Zealand,Eritrea,7,0,8
2008,New Zealand,Estonia,0,0,2
2008,New Zealand,Ethiopia,22,0,22
2008,New Zealand,Fiji,1,0,2
2008,New Zealand,Georgia,1,0,1
2008,New Zealand,Ghana,0,0,2
2008,New Zealand,Guinea,1,0,1
2008,New Zealand,Hungary,1,0,1
2008,New Zealand,India,12,0,20
2008,New Zealand,Iran (Islamic Rep. of),473,0,510
2008,New Zealand,Iraq,237,0,241
2008,New Zealand,Israel,4,0,5
2008,New Zealand,Jordan,15,0,15
2008,New Zealand,Kenya,1,0,2
2008,New Zealand,Kyrgyzstan,8,0,8
2008,New Zealand,Cambodia,10,0,10
2008,New Zealand,Kiribati,1,0,1
2008,New Zealand,Rep. of Korea,1,0,1
2008,New Zealand,Kuwait,50,0,50
2008,New Zealand,Lao People's Dem. Rep.,3,0,3
2008,New Zealand,Lebanon,11,0,11
2008,New Zealand,Liberia,5,0,5
2008,New Zealand,Libya,8,0,8
2008,New Zealand,Sri Lanka,206,0,218
2008,New Zealand,"China, Macao SAR",1,0,2
2008,New Zealand,Morocco,4,0,4
2008,New Zealand,Madagascar,3,0,3
2008,New Zealand,The former Yugoslav Republic of Macedonia,1,0,1
2008,New Zealand,Myanmar,43,0,45
2008,New Zealand,Mongolia,5,0,5
2008,New Zealand,Malaysia,6,0,7
2008,New Zealand,Nigeria,3,0,3
2008,New Zealand,Nepal,17,0,22
2008,New Zealand,Pakistan,22,0,24
2008,New Zealand,Papua New Guinea,1,0,1
2008,New Zealand,Poland,0,0,1
2008,New Zealand,Dem. People's Rep. of Korea,1,0,1
2008,New Zealand,Palestinian,7,0,7
2008,New Zealand,Romania,0,0,1
2008,New Zealand,Russian Federation,2,0,2
2008,New Zealand,Rwanda,4,0,6
2008,New Zealand,Saudi Arabia,7,0,7
2008,New Zealand,Sudan,18,0,18
2008,New Zealand,Solomon Islands,1,0,1
2008,New Zealand,Sierra Leone,3,0,3
2008,New Zealand,Somalia,62,0,66
2008,New Zealand,Serbia and Kosovo (S/RES/1244 (1999)),5,0,5
2008,New Zealand,Slovakia,7,0,7
2008,New Zealand,Syrian Arab Rep.,33,0,35
2008,New Zealand,Chad,0,0,2
2008,New Zealand,Togo,1,0,1
2008,New Zealand,Thailand,1,0,1
2008,New Zealand,Tunisia,4,0,4
2008,New Zealand,Turkey,18,0,23
2008,New Zealand,Uganda,0,0,1
2008,New Zealand,Ukraine,1,0,1
2008,New Zealand,Viet Nam,10,0,10
2008,New Zealand,Stateless,2,0,3
2008,New Zealand,Various/Unknown,761,0,761
2008,New Zealand,Yemen,1,0,1
2008,New Zealand,South Africa,1,0,5
2008,New Zealand,Zimbabwe,130,0,131
2008,Oman,Iran (Islamic Rep. of),0,0,1
2008,Oman,Iraq,0,0,38
2008,Oman,Sri Lanka,0,0,1
2008,Oman,Myanmar,0,0,1
2008,Oman,Sudan,0,0,6
2008,Oman,Syrian Arab Rep.,7,0,7
2008,Pakistan,Afghanistan,1780150,274200,2056885
2008,Pakistan,Burundi,0,0,2
2008,Pakistan,Bangladesh,0,0,5
2008,Pakistan,Bosnia and Herzegovina,0,0,3
2008,Pakistan,China,0,0,4
2008,Pakistan,Algeria,31,0,32
2008,Pakistan,Eritrea,1,0,2
2008,Pakistan,Ethiopia,4,0,5
2008,Pakistan,Ghana,1,0,1
2008,Pakistan,Indonesia,0,0,4
2008,Pakistan,India,0,0,3
2008,Pakistan,Iran (Islamic Rep. of),75,0,133
2008,Pakistan,Iraq,109,0,151
2008,Pakistan,Jordan,0,0,4
2008,Pakistan,Kenya,0,0,4
2008,Pakistan,Liberia,0,0,1
2008,Pakistan,Sri Lanka,0,0,8
2008,Pakistan,Myanmar,28,0,29
2008,Pakistan,Nigeria,0,0,1
2008,Pakistan,Pakistan,0,0,155809
2008,Pakistan,Palestinian,12,0,22
2008,Pakistan,Russian Federation,8,0,9
2008,Pakistan,Rwanda,4,0,4
2008,Pakistan,Somalia,491,1,749
2008,Pakistan,Syrian Arab Rep.,8,0,8
2008,Pakistan,Turkey,4,0,7
2008,Pakistan,Uganda,1,0,1
2008,Pakistan,Uzbekistan,8,0,8
2008,Pakistan,South Africa,0,0,2
2008,Panama,Argentina,1,0,1
2008,Panama,Bosnia and Herzegovina,3,0,3
2008,Panama,Belarus,0,0,7
2008,Panama,Cameroon,4,0,4
2008,Panama,Dem. Rep. of the Congo,4,0,4
2008,Panama,Colombia,15303,11,15845
2008,Panama,Cuba,1088,0,1117
2008,Panama,Ecuador,0,0,2
2008,Panama,Eritrea,0,0,3
2008,Panama,Ethiopia,2,0,10
2008,Panama,Guatemala,2,0,3
2008,Panama,Honduras,1,0,1
2008,Panama,Croatia,3,0,3
2008,Panama,Haiti,10,0,14
2008,Panama,Iran (Islamic Rep. of),3,0,3
2008,Panama,Liberia,3,0,5
2008,Panama,The former Yugoslav Republic of Macedonia,1,0,1
2008,Panama,Nigeria,10,0,10
2008,Panama,Nicaragua,170,0,171
2008,Panama,Panama,0,0,1
2008,Panama,Peru,21,0,21
2008,Panama,Romania,2,0,2
2008,Panama,Russian Federation,2,0,2
2008,Panama,Sudan,4,0,4
2008,Panama,Sierra Leone,1,0,1
2008,Panama,El Salvador,269,0,271
2008,Panama,Somalia,1,0,7
2008,Panama,Chad,2,0,2
2008,Panama,Ukraine,2,0,2
2008,Panama,United States of America,1,0,1
2008,Panama,Venezuela (Bolivarian Republic of),0,0,5
2008,Peru,Armenia,1,0,1
2008,Peru,Bulgaria,4,0,4
2008,Peru,Bosnia and Herzegovina,6,0,6
2008,Peru,Belarus,1,0,1
2008,Peru,Bolivia (Plurinational State of),0,0,1
2008,Peru,Brazil,0,0,2
2008,Peru,Barbados,0,0,1
2008,Peru,Switzerland,0,0,2
2008,Peru,China,2,0,3
2008,Peru,Colombia,232,0,695
2008,Peru,Cuba,587,0,679
2008,Peru,Czech Rep.,3,0,3
2008,Peru,Ecuador,2,0,3
2008,Peru,France,0,0,1
2008,Peru,Georgia,2,0,2
2008,Peru,Ghana,1,0,1
2008,Peru,Gambia,1,0,2
2008,Peru,Guatemala,0,0,2
2008,Peru,Haiti,6,0,10
2008,Peru,Hungary,6,0,6
2008,Peru,Iran (Islamic Rep. of),34,0,34
2008,Peru,Iraq,26,0,26
2008,Peru,Jordan,1,0,1
2008,Peru,Kazakhstan,0,0,1
2008,Peru,Lithuania,1,0,1
2008,Peru,Poland,4,0,4
2008,Peru,Palestinian,18,0,22
2008,Peru,Romania,1,0,1
2008,Peru,Russian Federation,17,0,17
2008,Peru,Somalia,2,0,2
2008,Peru,Serbia and Kosovo (S/RES/1244 (1999)),103,0,108
2008,Peru,Syrian Arab Rep.,0,0,2
2008,Peru,Tibetan,0,0,1
2008,Peru,United Rep. of Tanzania,1,0,1
2008,Peru,Ukraine,2,0,2
2008,Peru,United States of America,0,0,1
2008,Peru,Venezuela (Bolivarian Republic of),10,0,11
2008,Peru,Viet Nam,1,0,1
2008,Peru,South Africa,0,0,1
2008,Philippines,United Arab Emirates,0,0,1
2008,Philippines,Armenia,0,0,1
2008,Philippines,Bahrain,0,0,1
2008,Philippines,China,1,0,5
2008,Philippines,Dem. Rep. of the Congo,1,0,1
2008,Philippines,Eritrea,1,0,2
2008,Philippines,Ethiopia,1,0,3
2008,Philippines,France,0,0,2
2008,Philippines,Iran (Islamic Rep. of),19,0,28
2008,Philippines,Iraq,24,0,30
2008,Philippines,Jordan,1,0,3
2008,Philippines,Japan,0,0,1
2008,Philippines,Lebanon,0,0,2
2008,Philippines,Liberia,1,0,8
2008,Philippines,Sri Lanka,9,0,16
2008,Philippines,Myanmar,4,0,10
2008,Philippines,Nigeria,1,0,7
2008,Philippines,Pakistan,1,0,3
2008,Philippines,Palestinian,20,0,27
2008,Philippines,Rwanda,7,0,10
2008,Philippines,Sudan,1,0,4
2008,Philippines,Sierra Leone,0,0,1
2008,Philippines,Somalia,5,0,9
2008,Philippines,Timor-Leste,0,0,1
2008,Philippines,Turkey,0,0,2
2008,Philippines,Viet Nam,4,0,96
2008,Philippines,Stateless,3,0,6
2008,Papua New Guinea,Afghanistan,0,0,1
2008,Papua New Guinea,Indonesia,10000,0,10000
2008,Papua New Guinea,Jordan,1,0,1
2008,Papua New Guinea,Sri Lanka,0,0,1
2008,Papua New Guinea,Morocco,0,0,1
2008,Papua New Guinea,Myanmar,3,0,3
2008,Papua New Guinea,Nigeria,0,0,3
2008,Papua New Guinea,Viet Nam,2,0,3
2008,Poland,Afghanistan,68,0,73
2008,Poland,Angola,2,0,2
2008,Poland,Albania,1,0,2
2008,Poland,Armenia,17,0,26
2008,Poland,Azerbaijan,10,0,10
2008,Poland,Burundi,0,0,1
2008,Poland,Bangladesh,2,0,7
2008,Poland,Bulgaria,2,0,2
2008,Poland,Bosnia and Herzegovina,2,0,2
2008,Poland,Belarus,142,0,177
2008,Poland,Bhutan,1,0,1
2008,Poland,China,7,0,22
2008,Poland,Côte d'Ivoire,1,0,1
2008,Poland,Cameroon,13,0,20
2008,Poland,Dem. Rep. of the Congo,5,0,7
2008,Poland,Congo,12,0,16
2008,Poland,Cuba,6,0,7
2008,Poland,Djibouti,0,0,1
2008,Poland,Algeria,2,0,10
2008,Poland,Egypt,0,0,4
2008,Poland,Eritrea,2,0,2
